SARSA_mean,Q_mean,SARSA_std,Q_std
-11.01,-14.24,34.82,45.03
-10.76,-10.36,34.03,32.78
-10.15,-11.50,32.11,36.37
-9.77,-10.81,30.90,34.18
-10.32,-11.20,32.64,35.42
-10.38,-10.75,32.83,33.98
-9.91,-10.53,31.32,33.29
-9.73,-10.11,30.77,31.98
-9.66,-9.89,30.55,31.28
-9.47,-9.95,29.96,31.47
-9.37,-10.03,29.62,31.72
-9.41,-9.97,29.76,31.52
-9.29,-9.89,29.37,31.28
-9.24,-9.74,29.23,30.81
-9.24,-9.66,29.20,30.56
-9.09,-9.75,28.75,30.84
-8.99,-9.75,28.43,30.85
-8.90,-9.72,28.13,30.74
-8.91,-9.66,28.19,30.54
-8.95,-9.47,28.31,29.95
-8.77,-9.37,27.74,29.64
-8.75,-9.35,27.66,29.57
-8.83,-9.31,27.94,29.44
-8.92,-9.35,28.20,29.56
-8.87,-9.28,28.05,29.35
-8.86,-9.23,28.03,29.18
-8.94,-9.16,28.26,28.97
-8.88,-9.10,28.10,28.78
-8.79,-8.99,27.80,28.44
-8.74,-9.01,27.64,28.48
-8.69,-8.98,27.47,28.41
-8.68,-8.97,27.46,28.35
-8.64,-8.92,27.31,28.19
-8.62,-8.86,27.25,28.03
-8.57,-8.85,27.11,27.97
-8.63,-8.82,27.29,27.90
-8.61,-8.91,27.22,28.16
-8.57,-8.91,27.09,28.17
-8.60,-8.85,27.19,27.97
-8.65,-8.79,27.35,27.81
-8.68,-8.77,27.44,27.74
-8.69,-8.75,27.47,27.68
-8.64,-8.77,27.32,27.72
-8.59,-8.75,27.15,27.68
-8.57,-8.73,27.09,27.61
-8.60,-8.72,27.19,27.58
-8.56,-8.72,27.06,27.58
-8.55,-8.76,27.05,27.71
-8.56,-8.75,27.06,27.66
-8.53,-8.77,26.98,27.72
-8.56,-8.71,27.06,27.54
-8.57,-8.66,27.09,27.39
-8.55,-8.63,27.03,27.29
-8.52,-8.64,26.96,27.33
-8.57,-8.62,27.12,27.25
-8.54,-8.58,27.00,27.14
-8.52,-8.60,26.96,27.18
-8.53,-8.60,26.97,27.20
-8.53,-8.56,26.99,27.06
-8.53,-8.52,26.96,26.93
-8.50,-8.50,26.88,26.87
-8.48,-8.46,26.82,26.77
-8.43,-8.48,26.65,26.81
-8.41,-8.45,26.58,26.71
-8.40,-8.45,26.56,26.72
-8.39,-8.47,26.52,26.80
-8.41,-8.46,26.61,26.76
-8.38,-8.43,26.49,26.67
-8.37,-8.47,26.45,26.78
-8.36,-8.43,26.43,26.66
-8.33,-8.41,26.34,26.58
-8.33,-8.41,26.34,26.59
-8.34,-8.40,26.36,26.56
-8.32,-8.38,26.30,26.50
-8.30,-8.36,26.26,26.45
-8.30,-8.37,26.25,26.46
-8.30,-8.33,26.24,26.34
-8.28,-8.33,26.18,26.33
-8.29,-8.35,26.21,26.41
-8.27,-8.35,26.15,26.40
-8.26,-8.34,26.11,26.36
-8.26,-8.33,26.13,26.34
-8.24,-8.31,26.07,26.27
-8.26,-8.29,26.10,26.21
-8.25,-8.28,26.08,26.18
-8.22,-8.30,25.98,26.25
-8.19,-8.29,25.90,26.22
-8.18,-8.29,25.87,26.21
-8.20,-8.28,25.94,26.18
-8.18,-8.29,25.86,26.21
-8.18,-8.28,25.86,26.18
-8.18,-8.30,25.86,26.23
-8.17,-8.28,25.85,26.19
-8.17,-8.27,25.82,26.15
-8.15,-8.25,25.76,26.10
-8.15,-8.24,25.76,26.07
-8.13,-8.26,25.70,26.12
-8.12,-8.26,25.68,26.11
-8.11,-8.25,25.65,26.09
-8.09,-8.27,25.58,26.14
-8.07,-8.27,25.52,26.14
-8.05,-8.25,25.45,26.08
-8.04,-8.24,25.42,26.06
-8.03,-8.24,25.39,26.04
-8.02,-8.23,25.36,26.02
-8.02,-8.20,25.37,25.93
-8.03,-8.21,25.38,25.97
-8.04,-8.23,25.42,26.03
-8.04,-8.24,25.41,26.06
-8.03,-8.25,25.39,26.08
-8.02,-8.23,25.36,26.03
-8.03,-8.23,25.39,26.04
-8.03,-8.21,25.39,25.95
-8.02,-8.21,25.36,25.97
-8.01,-8.23,25.35,26.02
-8.00,-8.22,25.31,25.99
-8.00,-8.21,25.29,25.96
-8.00,-8.21,25.30,25.95
-8.00,-8.18,25.31,25.88
-8.00,-8.19,25.29,25.90
-7.99,-8.19,25.27,25.90
-8.00,-8.19,25.29,25.91
-7.99,-8.20,25.26,25.92
-7.98,-8.20,25.23,25.92
-7.96,-8.19,25.16,25.90
-7.94,-8.17,25.11,25.84
-7.93,-8.16,25.09,25.82
-7.93,-8.15,25.06,25.78
-7.92,-8.15,25.04,25.79
-7.92,-8.14,25.04,25.76
-7.91,-8.13,25.01,25.70
-7.90,-8.12,24.97,25.69
-7.88,-8.12,24.93,25.69
-7.86,-8.11,24.87,25.66
-7.86,-8.10,24.86,25.62
-7.86,-8.10,24.85,25.63
-7.86,-8.10,24.85,25.60
-7.87,-8.09,24.89,25.58
-7.86,-8.09,24.86,25.58
-7.84,-8.10,24.80,25.61
-7.84,-8.09,24.79,25.58
-7.83,-8.08,24.75,25.55
-7.82,-8.08,24.73,25.55
-7.82,-8.08,24.73,25.54
-7.82,-8.06,24.72,25.48
-7.81,-8.06,24.69,25.47
-7.81,-8.07,24.69,25.51
-7.79,-8.06,24.64,25.47
-7.78,-8.04,24.61,25.43
-7.79,-8.03,24.65,25.41
-7.79,-8.02,24.64,25.38
-7.79,-8.01,24.64,25.34
-7.80,-8.03,24.65,25.39
-7.79,-8.03,24.63,25.39
-7.79,-8.02,24.63,25.37
-7.79,-8.01,24.64,25.34
-7.78,-8.01,24.59,25.33
-7.78,-8.01,24.61,25.34
