SARSA_mean,Q_mean,SARSA_std,Q_std
-11.05,-11.32,34.95,35.78
-11.05,-11.31,34.94,35.76
-11.05,-11.31,34.94,35.75
-11.04,-11.30,34.92,35.72
-11.04,-11.29,34.92,35.69
-11.04,-11.29,34.92,35.71
-11.03,-11.29,34.87,35.69
-11.03,-11.28,34.87,35.68
-11.02,-11.27,34.84,35.64
-11.02,-11.26,34.85,35.60
-11.02,-11.25,34.86,35.59
-11.01,-11.24,34.83,35.56
-11.01,-11.23,34.83,35.52
-11.02,-11.22,34.83,35.50
-11.01,-11.22,34.82,35.48
-11.01,-11.23,34.83,35.50
-11.01,-11.22,34.81,35.47
-11.01,-11.22,34.82,35.47
-11.00,-11.21,34.80,35.46
-11.01,-11.20,34.81,35.43
-11.02,-11.20,34.84,35.42
-11.01,-11.19,34.81,35.39
-11.00,-11.19,34.80,35.39
-11.00,-11.19,34.78,35.38
-10.99,-11.19,34.75,35.37
-10.99,-11.18,34.75,35.36
-10.99,-11.18,34.76,35.35
-10.99,-11.18,34.75,35.35
-10.98,-11.18,34.72,35.36
-10.98,-11.18,34.72,35.35
-10.98,-11.18,34.73,35.34
-10.98,-11.18,34.71,35.36
-10.97,-11.18,34.68,35.36
-10.97,-11.18,34.68,35.36
-10.97,-11.18,34.70,35.34
-10.96,-11.18,34.67,35.36
-10.96,-11.17,34.65,35.33
-10.95,-11.17,34.64,35.31
-10.95,-11.17,34.63,35.33
-10.95,-11.17,34.62,35.32
-10.95,-11.17,34.62,35.32
-10.95,-11.17,34.62,35.32
-10.94,-11.17,34.61,35.31
-10.94,-11.17,34.59,35.32
-10.93,-11.17,34.58,35.32
-10.93,-11.16,34.56,35.29
-10.92,-11.15,34.54,35.27
-10.92,-11.15,34.54,35.26
-10.92,-11.15,34.53,35.25
-10.91,-11.14,34.51,35.22
-10.90,-11.13,34.48,35.21
-10.91,-11.13,34.49,35.20
-10.90,-11.12,34.48,35.17
-10.91,-11.11,34.49,35.15
-10.90,-11.11,34.48,35.12
-10.91,-11.10,34.49,35.11
-10.90,-11.10,34.46,35.11
-10.90,-11.10,34.46,35.11
-10.90,-11.11,34.46,35.13
-10.89,-11.10,34.44,35.11
-10.88,-11.10,34.42,35.09
-10.88,-11.09,34.41,35.08
-10.88,-11.09,34.41,35.06
-10.88,-11.08,34.40,35.03
-10.87,-11.08,34.36,35.02
-10.85,-11.07,34.33,35.01
-10.84,-11.06,34.29,34.99
-10.84,-11.06,34.29,34.97
-10.84,-11.06,34.27,34.96
-10.83,-11.05,34.25,34.95
-10.82,-11.05,34.22,34.95
-10.82,-11.05,34.23,34.94
-10.82,-11.04,34.20,34.92
-10.81,-11.03,34.18,34.89
-10.80,-11.03,34.15,34.88
-10.80,-11.04,34.14,34.90
-10.79,-11.03,34.12,34.89
-10.78,-11.03,34.09,34.89
-10.78,-11.03,34.09,34.86
-10.77,-11.02,34.06,34.85
-10.77,-11.02,34.04,34.85
-10.76,-11.02,34.03,34.84
-10.76,-11.02,34.02,34.84
-10.75,-11.02,34.01,34.84
-10.75,-11.02,34.00,34.85
-10.75,-11.02,33.99,34.86
-10.75,-11.02,33.98,34.84
-10.75,-11.01,34.00,34.82
-10.75,-11.01,33.99,34.81
-10.74,-11.01,33.96,34.81
-10.74,-11.01,33.96,34.81
-10.74,-11.00,33.95,34.79
-10.74,-10.99,33.95,34.75
-10.74,-10.99,33.95,34.76
-10.73,-10.98,33.94,34.73
-10.74,-10.98,33.95,34.71
-10.74,-10.97,33.95,34.69
-10.73,-10.97,33.94,34.70
-10.73,-10.98,33.92,34.71
-10.72,-10.98,33.89,34.72
-10.72,-10.97,33.89,34.70
-10.72,-10.97,33.89,34.69
-10.72,-10.96,33.89,34.67
-10.72,-10.96,33.88,34.67
-10.71,-10.96,33.88,34.66
-10.70,-10.95,33.85,34.64
-10.70,-10.96,33.84,34.65
-10.70,-10.95,33.83,34.63
-10.69,-10.95,33.81,34.62
-10.69,-10.95,33.80,34.61
-10.69,-10.94,33.79,34.60
-10.69,-10.93,33.79,34.57
-10.68,-10.93,33.78,34.56
-10.68,-10.93,33.78,34.56
-10.69,-10.92,33.80,34.55
-10.69,-10.92,33.79,34.53
-10.68,-10.91,33.77,34.50
-10.67,-10.91,33.74,34.49
-10.67,-10.91,33.73,34.49
-10.66,-10.91,33.72,34.49
-10.66,-10.90,33.72,34.48
-10.66,-10.90,33.71,34.47
-10.66,-10.90,33.72,34.46
-10.66,-10.89,33.71,34.44
-10.65,-10.89,33.69,34.43
-10.65,-10.88,33.68,34.41
-10.64,-10.88,33.66,34.40
-10.65,-10.88,33.67,34.40
-10.64,-10.87,33.66,34.39
-10.65,-10.87,33.66,34.37
-10.64,-10.87,33.66,34.38
-10.64,-10.87,33.65,34.36
-10.64,-10.87,33.64,34.36
-10.64,-10.86,33.64,34.36
-10.63,-10.86,33.63,34.34
-10.63,-10.86,33.62,34.33
-10.62,-10.86,33.59,34.34
-10.62,-10.86,33.58,34.33
-10.62,-10.85,33.57,34.33
-10.61,-10.86,33.57,34.33
-10.61,-10.85,33.55,34.31
-10.61,-10.85,33.55,34.30
-10.61,-10.85,33.56,34.31
-10.61,-10.85,33.56,34.30
-10.61,-10.85,33.55,34.30
-10.61,-10.85,33.54,34.30
-10.61,-10.84,33.55,34.28
-10.62,-10.83,33.57,34.26
-10.61,-10.83,33.56,34.25
-10.61,-10.82,33.55,34.22
-10.61,-10.82,33.54,34.22
-10.61,-10.82,33.54,34.22
-10.60,-10.82,33.52,34.21
-10.59,-10.81,33.50,34.19
-10.60,-10.81,33.51,34.17
-10.60,-10.81,33.51,34.18
-10.60,-10.81,33.51,34.17
-10.59,-10.80,33.50,34.14
-10.59,-10.79,33.49,34.13
-10.59,-10.79,33.48,34.12
-10.59,-10.79,33.48,34.11
-10.58,-10.78,33.46,34.09
-10.57,-10.78,33.42,34.08
-10.57,-10.78,33.42,34.08
-10.56,-10.78,33.40,34.08
-10.56,-10.77,33.39,34.07
-10.56,-10.77,33.39,34.07
-10.56,-10.77,33.38,34.05
-10.55,-10.77,33.37,34.05
-10.55,-10.76,33.35,34.03
-10.55,-10.76,33.36,34.01
-10.55,-10.76,33.35,34.01
-10.55,-10.75,33.35,34.00
-10.55,-10.74,33.36,33.97
-10.55,-10.74,33.36,33.97
-10.55,-10.74,33.36,33.96
-10.55,-10.74,33.36,33.95
-10.55,-10.73,33.36,33.94
-10.55,-10.74,33.36,33.95
-10.55,-10.73,33.35,33.92
-10.55,-10.73,33.38,33.93
-10.55,-10.72,33.37,33.91
-10.55,-10.72,33.35,33.90
-10.55,-10.72,33.35,33.90
-10.54,-10.72,33.34,33.89
-10.54,-10.72,33.33,33.89
-10.53,-10.71,33.31,33.87
-10.53,-10.71,33.31,33.87
-10.53,-10.71,33.30,33.87
-10.52,-10.70,33.28,33.85
-10.52,-10.70,33.28,33.84
-10.52,-10.70,33.25,33.85
-10.51,-10.71,33.24,33.85
-10.51,-10.70,33.24,33.85
-10.51,-10.70,33.24,33.84
-10.51,-10.70,33.23,33.82
-10.50,-10.69,33.21,33.81
-10.50,-10.69,33.21,33.81
-10.49,-10.68,33.18,33.79
-10.49,-10.68,33.18,33.78
-10.49,-10.68,33.19,33.77
-10.49,-10.68,33.18,33.76
-10.49,-10.68,33.16,33.76
-10.48,-10.67,33.15,33.74
-10.48,-10.66,33.14,33.72
-10.48,-10.66,33.13,33.72
-10.48,-10.66,33.14,33.71
-10.49,-10.66,33.16,33.71
-10.48,-10.66,33.15,33.71
-10.48,-10.66,33.13,33.70
-10.47,-10.65,33.11,33.68
-10.47,-10.65,33.11,33.68
-10.47,-10.65,33.11,33.67
-10.46,-10.64,33.09,33.66
-10.46,-10.64,33.09,33.64
-10.46,-10.64,33.09,33.63
-10.46,-10.64,33.08,33.64
-10.46,-10.64,33.07,33.63
-10.46,-10.63,33.06,33.62
-10.45,-10.63,33.06,33.61
-10.45,-10.63,33.05,33.60
-10.45,-10.63,33.04,33.61
-10.44,-10.62,33.03,33.59
-10.44,-10.62,33.02,33.57
-10.44,-10.62,33.01,33.58
-10.43,-10.62,32.99,33.57
-10.43,-10.62,32.98,33.57
-10.43,-10.61,32.97,33.56
-10.42,-10.61,32.96,33.55
-10.42,-10.61,32.96,33.54
-10.42,-10.61,32.96,33.54
-10.42,-10.60,32.95,33.53
-10.42,-10.60,32.95,33.52
-10.42,-10.59,32.94,33.49
-10.42,-10.59,32.94,33.49
-10.42,-10.59,32.94,33.49
-10.41,-10.59,32.93,33.49
-10.41,-10.59,32.92,33.49
-10.41,-10.59,32.92,33.48
-10.41,-10.59,32.91,33.48
-10.40,-10.58,32.90,33.47
-10.40,-10.58,32.88,33.47
-10.40,-10.59,32.88,33.48
-10.39,-10.59,32.86,33.50
-10.39,-10.59,32.85,33.49
-10.39,-10.59,32.85,33.47
-10.39,-10.59,32.86,33.47
-10.39,-10.58,32.84,33.46
-10.38,-10.58,32.83,33.46
-10.38,-10.57,32.82,33.44
-10.38,-10.57,32.81,33.44
-10.37,-10.57,32.80,33.44
-10.37,-10.57,32.80,33.42
-10.37,-10.57,32.78,33.42
-10.36,-10.57,32.78,33.42
-10.37,-10.56,32.78,33.41
-10.36,-10.56,32.77,33.40
-10.37,-10.56,32.78,33.39
-10.36,-10.56,32.77,33.39
-10.36,-10.56,32.77,33.40
-10.36,-10.56,32.76,33.40
-10.36,-10.56,32.75,33.40
-10.35,-10.56,32.74,33.39
-10.35,-10.56,32.73,33.38
-10.35,-10.55,32.73,33.36
-10.35,-10.55,32.73,33.36
-10.35,-10.55,32.72,33.35
-10.35,-10.54,32.74,33.33
-10.35,-10.54,32.73,33.32
-10.35,-10.53,32.73,33.31
-10.35,-10.53,32.72,33.31
-10.35,-10.53,32.73,33.29
-10.35,-10.53,32.73,33.30
-10.35,-10.53,32.72,33.30
-10.35,-10.53,32.72,33.28
-10.34,-10.52,32.70,33.27
-10.34,-10.52,32.69,33.26
-10.34,-10.52,32.69,33.27
-10.34,-10.52,32.69,33.26
-10.34,-10.52,32.69,33.26
-10.34,-10.51,32.69,33.24
-10.34,-10.51,32.68,33.24
-10.34,-10.51,32.68,33.23
-10.33,-10.50,32.67,33.22
-10.33,-10.50,32.68,33.22
-10.33,-10.50,32.67,33.22
-10.33,-10.50,32.67,33.21
-10.33,-10.50,32.67,33.20
-10.33,-10.50,32.67,33.19
-10.33,-10.49,32.66,33.18
-10.33,-10.49,32.66,33.17
-10.32,-10.49,32.65,33.18
-10.32,-10.49,32.64,33.17
-10.32,-10.49,32.63,33.17
-10.31,-10.48,32.62,33.15
-10.31,-10.48,32.61,33.14
-10.31,-10.48,32.59,33.14
-10.31,-10.48,32.59,33.14
-10.30,-10.48,32.58,33.13
-10.31,-10.47,32.59,33.11
-10.31,-10.47,32.59,33.10
-10.31,-10.46,32.59,33.08
-10.31,-10.46,32.59,33.08
-10.31,-10.46,32.59,33.06
-10.31,-10.45,32.59,33.05
-10.30,-10.45,32.58,33.05
-10.30,-10.45,32.57,33.05
-10.30,-10.45,32.56,33.05
-10.30,-10.45,32.56,33.04
-10.29,-10.45,32.55,33.03
-10.29,-10.44,32.55,33.02
-10.29,-10.44,32.55,33.02
-10.29,-10.44,32.54,33.01
-10.29,-10.43,32.54,32.99
-10.29,-10.43,32.53,32.99
-10.29,-10.43,32.53,32.98
-10.29,-10.43,32.53,32.97
-10.29,-10.42,32.53,32.96
-10.28,-10.42,32.52,32.95
-10.28,-10.42,32.52,32.96
-10.28,-10.42,32.52,32.95
-10.28,-10.42,32.51,32.95
-10.28,-10.42,32.50,32.94
-10.28,-10.42,32.50,32.94
-10.27,-10.42,32.49,32.94
-10.27,-10.41,32.48,32.93
-10.27,-10.41,32.47,32.93
-10.27,-10.41,32.49,32.93
-10.27,-10.41,32.48,32.92
-10.27,-10.41,32.47,32.93
-10.26,-10.41,32.46,32.92
-10.26,-10.41,32.45,32.93
-10.26,-10.41,32.44,32.93
-10.26,-10.41,32.44,32.91
-10.26,-10.41,32.44,32.91
-10.26,-10.40,32.43,32.90
-10.25,-10.40,32.43,32.89
-10.25,-10.40,32.43,32.88
-10.25,-10.40,32.42,32.88
-10.25,-10.40,32.42,32.89
-10.26,-10.40,32.43,32.88
-10.25,-10.40,32.42,32.88
-10.25,-10.39,32.42,32.87
-10.25,-10.39,32.41,32.85
-10.25,-10.39,32.41,32.85
-10.25,-10.39,32.40,32.84
-10.24,-10.38,32.39,32.84
-10.24,-10.38,32.38,32.83
-10.24,-10.38,32.38,32.82
-10.24,-10.38,32.37,32.82
-10.24,-10.38,32.37,32.82
-10.24,-10.38,32.37,32.83
-10.24,-10.38,32.37,32.83
-10.23,-10.38,32.36,32.82
-10.23,-10.38,32.35,32.81
-10.23,-10.37,32.33,32.80
-10.22,-10.37,32.33,32.80
-10.22,-10.37,32.33,32.79
-10.22,-10.36,32.32,32.77
-10.22,-10.36,32.32,32.77
-10.22,-10.36,32.31,32.77
-10.21,-10.36,32.30,32.76
-10.21,-10.36,32.29,32.75
-10.21,-10.36,32.28,32.76
-10.21,-10.36,32.27,32.75
-10.20,-10.36,32.27,32.75
-10.20,-10.35,32.26,32.74
-10.20,-10.35,32.25,32.74
-10.21,-10.35,32.27,32.74
-10.21,-10.35,32.27,32.71
-10.21,-10.34,32.27,32.71
-10.20,-10.34,32.26,32.71
-10.20,-10.34,32.26,32.71
-10.20,-10.34,32.25,32.70
-10.20,-10.34,32.25,32.69
-10.20,-10.34,32.25,32.69
-10.20,-10.34,32.25,32.68
-10.20,-10.33,32.25,32.67
-10.20,-10.33,32.24,32.67
-10.19,-10.33,32.24,32.67
-10.19,-10.33,32.22,32.65
-10.19,-10.33,32.21,32.67
-10.19,-10.33,32.22,32.66
-10.19,-10.33,32.22,32.66
-10.19,-10.33,32.21,32.66
-10.19,-10.33,32.21,32.65
-10.19,-10.33,32.21,32.65
-10.18,-10.33,32.20,32.66
-10.18,-10.33,32.21,32.65
-10.18,-10.32,32.20,32.64
-10.19,-10.32,32.21,32.62
-10.18,-10.31,32.20,32.62
-10.18,-10.31,32.20,32.61
-10.18,-10.31,32.21,32.62
-10.18,-10.31,32.20,32.61
-10.18,-10.31,32.19,32.60
-10.18,-10.31,32.18,32.61
-10.18,-10.31,32.19,32.61
-10.18,-10.31,32.18,32.61
-10.18,-10.31,32.18,32.60
-10.17,-10.31,32.17,32.59
-10.17,-10.31,32.17,32.59
-10.17,-10.30,32.16,32.58
-10.17,-10.30,32.16,32.58
-10.17,-10.30,32.15,32.58
-10.16,-10.30,32.14,32.57
-10.17,-10.30,32.15,32.57
-10.16,-10.30,32.14,32.57
-10.16,-10.29,32.14,32.55
-10.16,-10.29,32.14,32.55
-10.17,-10.30,32.15,32.56
-10.17,-10.30,32.16,32.57
-10.17,-10.30,32.16,32.56
-10.17,-10.30,32.15,32.56
-10.17,-10.30,32.15,32.57
-10.17,-10.30,32.15,32.57
-10.16,-10.30,32.13,32.57
-10.16,-10.30,32.12,32.58
-10.15,-10.30,32.11,32.58
-10.15,-10.30,32.10,32.57
-10.15,-10.30,32.10,32.58
-10.15,-10.30,32.09,32.57
-10.15,-10.30,32.09,32.57
-10.14,-10.30,32.08,32.57
-10.15,-10.30,32.08,32.57
-10.15,-10.30,32.09,32.57
-10.15,-10.30,32.09,32.56
-10.15,-10.30,32.08,32.57
-10.14,-10.30,32.08,32.56
-10.14,-10.30,32.08,32.56
-10.14,-10.30,32.07,32.56
-10.14,-10.29,32.07,32.54
-10.14,-10.29,32.08,32.53
-10.14,-10.29,32.07,32.53
-10.14,-10.29,32.07,32.52
-10.15,-10.28,32.08,32.51
-10.14,-10.28,32.08,32.51
-10.15,-10.28,32.08,32.50
-10.15,-10.28,32.09,32.50
-10.15,-10.28,32.08,32.50
-10.14,-10.28,32.07,32.49
-10.14,-10.28,32.07,32.50
-10.14,-10.27,32.07,32.49
-10.14,-10.27,32.06,32.49
-10.14,-10.27,32.07,32.49
-10.14,-10.27,32.07,32.47
-10.14,-10.27,32.07,32.47
-10.14,-10.27,32.06,32.46
-10.14,-10.26,32.07,32.45
-10.14,-10.26,32.07,32.44
-10.14,-10.26,32.08,32.43
-10.15,-10.26,32.10,32.43
-10.15,-10.26,32.10,32.43
-10.15,-10.25,32.10,32.43
-10.15,-10.25,32.09,32.42
-10.15,-10.25,32.09,32.42
-10.14,-10.25,32.08,32.41
-10.14,-10.25,32.06,32.41
-10.14,-10.25,32.05,32.41
-10.13,-10.25,32.04,32.41
-10.13,-10.25,32.03,32.41
-10.13,-10.25,32.05,32.40
-10.13,-10.24,32.04,32.39
-10.13,-10.24,32.04,32.39
-10.13,-10.24,32.03,32.37
-10.13,-10.24,32.03,32.38
-10.13,-10.24,32.03,32.38
-10.13,-10.24,32.02,32.38
-10.12,-10.25,32.01,32.40
-10.12,-10.24,32.01,32.39
-10.12,-10.24,32.00,32.38
-10.12,-10.24,32.00,32.39
-10.12,-10.24,32.00,32.39
-10.12,-10.24,32.00,32.38
-10.12,-10.24,32.00,32.37
-10.12,-10.24,31.99,32.37
-10.12,-10.24,31.99,32.38
-10.12,-10.24,32.00,32.37
-10.12,-10.24,32.00,32.37
-10.12,-10.23,32.01,32.36
-10.12,-10.23,32.01,32.36
-10.12,-10.23,32.00,32.36
-10.12,-10.23,32.00,32.35
-10.12,-10.23,32.00,32.34
-10.12,-10.22,32.00,32.33
-10.12,-10.22,31.99,32.32
-10.11,-10.22,31.99,32.31
-10.11,-10.22,31.98,32.30
-10.11,-10.22,31.98,32.30
-10.11,-10.21,31.98,32.30
-10.11,-10.22,31.98,32.31
-10.11,-10.22,31.98,32.31
-10.11,-10.22,31.98,32.31
-10.11,-10.22,31.98,32.32
